MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
15054317,2015,Jun,2,Fire,DUMP - Dumpster Fire,B4,AFD,00-2902,3F,Code 3,5.0,"(30198671, 97840054)"
15054334,2015,Jun,2,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 3,2.0,"(30180416, 97801472)"
15054337,2015,Jun,2,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2005,4F,Code 3,2.0,"(30197935, 97789763)"
15054348,2015,Jun,2,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4.0,"(30381815, 97711227)"
15054373,2015,Jun,2,Fire,DUMP - Dumpster Fire,B1,AFD,00-0102,3F,Code 3,9.0,"(30267119, 97743171)"
15054416,2015,Jun,3,Fire,DUMP - Dumpster Fire,B1,AFD,00-0201,3F,Code 3,9.0,"(30284038, 97745062)"
15054522,2015,Jun,3,Fire,AUTO - Auto Fire,B1,AFD,00-0901,2F,Code 3,10.0,"(30307873, 97741383)"
15080303,2015,Aug,16,Fire,GRASS - Small Grass Fire,B4,AFD,00-3701,3F,Code 3,8.0,"(30255727, 97887256)"
15080371,2015,Aug,16,Fire,TRASH - Trash Fire,B3,AFD,00-0801,3F,Code 1,4.0,"(30371008, 97709518)"
15054567,2015,Jun,3,Fire,ELEC - Electrical Fire,B4,AFD,00-2705,3F,Code 1,8.0,"(30219716, 97857612)"
15080426,2015,Aug,17,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,9.0,"(30272353, 97753561)"
15080470,2015,Aug,17,Fire,TRASH - Trash Fire,B4,AFD,00-2904,3F,Code 3,5.0,"(30175844, 97838249)"
15054616,2015,Jun,3,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,3.0,"(30262199, 97722284)"
15080584,2015,Aug,17,Fire,GRASS - Small Grass Fire,B1,AFD,00-1203,3F,Code 3,7.0,"(30335667, 97744902)"
15079321,2015,Aug,12,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,1.0,"(30275398, 97702609)"
15079323,2015,Aug,12,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,2.0,"(30222255, 9.7666E+7)"
15080678,2015,Aug,17,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3.0,"(30240224, 97718653)"
15054655,2015,Jun,3,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1101,4F,Code 1,5.0,"(30255621, 97760586)"
15080736,2015,Aug,17,Fire,BBQ - Unsafe Cooking,B1,AFD,00-0401,4F,Code 1,9.0,"(30280701, 97758816)"
15080785,2015,Aug,18,Fire,ELEC - Electrical Fire,B5,AFD,00-4209,3F,Left Blank,2.0,"(30172104, 97611549)"
15080797,2015,Aug,18,Fire,GRASS - Small Grass Fire,B5,AFD,00-3502,3F,Left Blank,3.0,"(30226147, 97743456)"
15081018,2015,Aug,18,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3004,4F,Code 3,1.0,"(30378579, 97674641)"
15102890,2015,Oct,21,Fire,ELEC - Electrical Fire,B4,AFD,00-2904,3F,Code 3,5.0,"(30151946, 97839719)"
15081044,2015,Aug,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9.0,"(30303618, 97704216)"
15081090,2015,Aug,18,Fire,TRASH - Trash Fire,B5,AFD,00-2203,3F,Code 3,3.0,"(30235657, 97718699)"
15102937,2015,Oct,21,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,13.0,"(30269898, 97706381)"
15081185,2015,Aug,19,Fire,GRASS - Small Grass Fire,B4,AFD,00-3202,3F,Code 3,8.0,"(30266236, 97782831)"
15081186,2015,Aug,19,Fire,GRASS - Small Grass Fire,B4,AFD,00-3201,3F,Left Blank,8.0,"(30263368, 97789877)"
15081272,2015,Aug,19,Fire,TRASH - Trash Fire,B3,AFD,00-2803,3F,Code 3,7.0,"(30401053, 97683567)"
15081273,2015,Aug,19,Fire,TRASH - Trash Fire,B3,AFD,00-2803,3F,Code 3,7.0,"(30397717, 97679581)"
15103007,2015,Oct,21,Fire,GRASS - Small Grass Fire,B2,AFD,00-3103,3F,Code 3,10.0,"(30360436, 97790101)"
15103075,2015,Oct,21,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,13.0,"(30265913, 97731718)"
15103091,2015,Oct,21,Fire,AUTO - Auto Fire,B5,AFD,00-2403,2F,Code 3,2.0,"(30177281, 97748168)"
15103110,2015,Oct,21,Fire,GRASS - Small Grass Fire,B1,AFD,00-0302,3F,Code 3,9.0,"(30297551, 97758263)"
15103125,2015,Oct,21,Fire,ELEC - Electrical Fire,B1,AFD,00-0303,3F,Code 3,9.0,"(30294842, 97728944)"
15103135,2015,Oct,21,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,3.0,"(30239088, 97730194)"
15103158,2015,Oct,22,Fire,DUMP - Dumpster Fire,B4,AFD,00-1701,3F,Code 3,3.0,"(30219975, 97770635)"
15081646,2015,Aug,20,Fire,GRASS - Small Grass Fire,B5,AFD,00-2206,3F,Code 3,3.0,"(30224253, 97703865)"
15081697,2015,Aug,20,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3.0,"(30240224, 97718653)"
15081702,2015,Aug,20,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 3,3.0,"(30227833, 97740141)"
15103275,2015,Oct,22,Fire,AUTO - Auto Fire,B2,AFD,00-3304,2F,Code 3,10.0,"(30390248, 97745657)"
15103276,2015,Oct,22,Fire,AUTO - Auto Fire,B2,AFD,00-2103,2F,Code 3,10.0,"(30386013, 97743743)"
15103348,2015,Oct,22,Fire,AUTO - Auto Fire,B3,AFD,00-2607,2F,Code 3,1.0,"(30303514, 97661004)"
15081874,2015,Aug,21,Fire,TRASH - Trash Fire,B5,AFD,00-3506,3F,Left Blank,,"(30153513, 97669058)"
15103371,2015,Oct,22,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 3,4.0,"(30310451, 97705983)"
15103380,2015,Oct,22,Fire,AUTO - Auto Fire,B5,AFD,00-3508,2F,Code 3,2.0,"(30172454, 97722054)"
15103384,2015,Oct,22,Fire,AUTO - Auto Fire,B3,AFD,00-1406,2F,Code 3,9.0,"(30308911, 97710885)"
15103426,2015,Oct,22,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 3,9.0,"(30290742, 97715864)"
15103444,2015,Oct,22,Fire,TRASH - Trash Fire,B3,AFD,00-2303,3F,Code 3,1.0,"(30343452, 97677834)"
15081955,2015,Aug,21,Fire,ELEC - Electrical Fire,B4,AFD,00-2904,3F,Code 3,5.0,"(30161779, 97827857)"
15082022,2015,Aug,21,Fire,BBQ - Unsafe Cooking,B2,AFD,00-2103,4F,Code 1,10.0,"(30382572, 97770265)"
15082034,2015,Aug,21,Fire,ELEC - Electrical Fire,B4,AFD,00-1101,3F,Code 3,5.0,"(30254546, 97763226)"
15082036,2015,Aug,21,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,7.0,"(30394936, 97745894)"
15082054,2015,Aug,21,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3.0,"(30238844, 97730358)"
15082261,2015,Aug,22,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2005,4F,Code 1,2.0,"(30198565, 97783148)"
15103496,2015,Oct,23,Fire,TRASH - Trash Fire,B2,AFD,00-4401,3F,Code 1,10.0,"(30430027, 97764262)"
15082328,2015,Aug,22,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,9.0,"(30241876, 97736234)"
15082515,2015,Aug,23,Fire,ELEC - Electrical Fire,B2,AFD,00-1602,3F,Code 3,4.0,"(30337607, 97705071)"
15082571,2015,Aug,23,Fire,GRASS - Small Grass Fire,B4,AFD,00-3604,3F,Code 3,5.0,"(30168433, 97794919)"
15082585,2015,Aug,23,Fire,GRASS - Small Grass Fire,B4,AFD,00-3602,3F,Code 3,5.0,"(30139582, 97795825)"
15082651,2015,Aug,23,Fire,AUTO - Auto Fire,B5,AFD,00-2204,2F,Code 3,3.0,"(30232341, 97698813)"
15082674,2015,Aug,23,Fire,GRASS - Small Grass Fire,B4,AFD,00-3603,3F,Code 3,5.0,"(30151173, 97792264)"
15082690,2015,Aug,23,Fire,DUMP - Dumpster Fire,B3,AFD,00-2306,3F,Code 3,4.0,"(30362398, 97697412)"
15082710,2015,Aug,23,Fire,GRASS - Small Grass Fire,B3,AFD,00-1805,3F,Code 3,4.0,"(30331209, 97687327)"
15082711,2015,Aug,23,Fire,ELEC - Electrical Fire,B1,AFD,00-0201,3F,Code 3,9.0,"(30283695, 97748301)"
15083007,2015,Aug,24,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2401,4F,Code 1,2.0,"(30190654, 97733016)"
15083076,2015,Aug,24,Fire,AUTO - Auto Fire,B4,AFD,00-3602,2F,Code 3,5.0,"(30133074, 97788576)"
15103575,2015,Oct,23,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4.0,"(30386835, 97706455)"
15103593,2015,Oct,23,Fire,AUTO - Auto Fire,B4,AFD,00-3602,2F,Left Blank,5.0,"(30126163, 97801371)"
15103603,2015,Oct,23,Fire,AUTO - Auto Fire,B2,AFD,00-3401,2F,Code 3,6.0,"(30463855, 97789077)"
15103606,2015,Oct,23,Fire,AUTO - Auto Fire,B3,AFD,00-2304,2F,Code 3,1.0,"(30347482, 97676993)"
15083131,2015,Aug,25,Fire,TRASH - Trash Fire,B2,AFD,00-0040,3F,Code 3,10.0,"(30349972, 97796767)"
15083158,2015,Aug,25,Fire,TRASH - Trash Fire,B2,AFD,00-3801,3F,Other,6.0,"(30446589, 97801846)"
15083349,2015,Aug,25,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9.0,"(30268569, 97744676)"
15083396,2015,Aug,25,Fire,ELEC - Electrical Fire,B4,AFD,00-1101,3F,Code 3,5.0,"(30254605, 97763357)"
15083424,2015,Aug,26,Fire,TRASH - Trash Fire,B3,AFD,00-4004,3F,Code 3,1.0,"(30386892, 97661182)"
15083482,2015,Aug,26,Fire,TRASH - Trash Fire,B2,AFD,00-4404,3F,Code 3,6.0,"(30443138, 97744469)"
15083613,2015,Aug,26,Fire,DUMP - Dumpster Fire,B1,AFD,00-0301,3F,Code 3,9.0,"(30294121, 97742544)"
15083614,2015,Aug,26,Fire,AUTO - Auto Fire,B2,AFD,00-1602,2F,Code 3,4.0,"(30341122, 97702759)"
15083745,2015,Aug,27,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,3.0,"(30263182, 97712629)"
15103960,2015,Oct,24,Fire,ELEC - Electrical Fire,B3,AFD,00-3004,3F,Code 3,1.0,"(30381813, 97666073)"
15083824,2015,Aug,27,Fire,AUTO - Auto Fire,B1,AFD,00-0201,2F,Code 3,9.0,"(30286929, 97753111)"
15083843,2015,Aug,27,Fire,AUTO - Auto Fire,B2,AFD,00-3802,2F,Code 3,6.0,"(30452825, 97791957)"
15083912,2015,Aug,27,Fire,AUTO - Auto Fire,B3,AFD,00-3005,2F,Code 3,7.0,"(30380934, 97684739)"
15083919,2015,Aug,27,Fire,ELEC - Electrical Fire,B3,AFD,00-2301,3F,Code 3,4.0,"(30353924, 97678022)"
15083949,2015,Aug,27,Fire,TRASH - Trash Fire,B4,AFD,00-1712,3F,Code 1,5.0,"(30234283, 97808442)"
15083984,2015,Aug,27,Fire,TRASH - Trash Fire,B3,AFD,00-2301,3F,Code 3,1.0,"(30369157, 97679748)"
15084063,2015,Aug,27,Fire,AUTO - Auto Fire,B2,AFD,00-1601,2F,Code 3,7.0,"(30339694, 97718455)"
15084094,2015,Aug,28,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 3,7.0,"(30425569, 97729958)"
15084114,2015,Aug,28,Fire,ELEC - Electrical Fire,B4,AFD,00-1101,3F,Code 3,5.0,"(30260984, 97772016)"
15084190,2015,Aug,28,Fire,AUTO - Auto Fire,B2,AFD,00-1602,2F,Code 3,4.0,"(30332954, 97704531)"
15084239,2015,Aug,28,Fire,GRASS - Small Grass Fire,B3,AFD,00-2305,3F,Code 3,4.0,"(30352143, 97699924)"
15104238,2015,Oct,25,Fire,TRASH - Trash Fire,B2,AFD,00-3404,3F,Code 3,6.0,"(30476973, 97789372)"
15084303,2015,Aug,28,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9.0,"(30266209, 97743496)"
15084349,2015,Aug,28,Fire,TRASH - Trash Fire,B3,AFD,00-4001,3F,Code 3,,"(30396639, 97632725)"
15084396,2015,Aug,28,Fire,TRASH - Trash Fire,B4,AFD,00-1705,3F,Code 3,5.0,"(30232575, 97778496)"
15084480,2015,Aug,29,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,5.0,"(30172456, 97799554)"
15084491,2015,Aug,29,Fire,GRASS - Small Grass Fire,B5,AFD,00-0604,3F,Code 3,9.0,"(30258853, 97748588)"
15084522,2015,Aug,29,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7.0,"(30398324, 97719321)"
15084554,2015,Aug,29,Fire,TRASH - Trash Fire,B1,AFD,00-1001,3F,Code 3,10.0,"(30290535, 97763515)"
15084563,2015,Aug,29,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1804,4F,Code 1,4.0,"(30325781, 97695006)"
15084613,2015,Aug,29,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,3F,Code 3,2.0,"(30197056, 97787582)"
15104516,2015,Oct,26,Fire,TRASH - Trash Fire,B2,AFD,00-3107,3F,Code 3,10.0,"(30329924, 97842639)"
15084635,2015,Aug,29,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2206,4F,Code 3,3.0,"(30222216, 97705176)"
15084649,2015,Aug,29,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,3F,Code 3,2.0,"(30195338, 97784601)"
15084653,2015,Aug,29,Fire,DUMP - Dumpster Fire,B4,AFD,00-3701,3F,Code 3,8.0,"(30249444, 97893353)"
15084660,2015,Aug,29,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,9.0,"(30233577, 97740367)"
15084666,2015,Aug,29,Fire,AUTO - Auto Fire,B5,AFD,00-0504,2F,Code 3,1.0,"(30290328, 97664257)"
15084697,2015,Aug,29,Fire,AUTO - Auto Fire,B3,AFD,00-0803,2F,Code 3,7.0,"(30353553, 97714566)"
15084752,2015,Aug,29,Fire,AUTO - Auto Fire,B3,AFD,00-2306,2F,Code 3,4.0,"(30364935, 97692655)"
15084764,2015,Aug,30,Fire,AUTO - Auto Fire,B1,AFD,00-1205,2F,Code 3,9.0,"(30314806, 97736513)"
15084873,2015,Aug,30,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2904,4F,Code 3,5.0,"(30165394, 97827358)"
15104656,2015,Oct,26,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3002,4F,Left Blank,4.0,"(30387601, 97698361)"
15104691,2015,Oct,26,Fire,GRASS - Small Grass Fire,B3,AFD,00-2304,3F,Code 3,4.0,"(30343956, 97683717)"
15104711,2015,Oct,26,Fire,GRASS - Small Grass Fire,B3,AFD,00-4107,3F,Code 3,1.0,"(30310933, 97571139)"
15104719,2015,Oct,26,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 1,1.0,"(30281406, 97717737)"
15104779,2015,Oct,26,Fire,TRASH - Trash Fire,B2,AFD,00-3303,3F,Left Blank,,"(30421554, 97776433)"
15084882,2015,Aug,30,Fire,GRASS - Small Grass Fire,B4,AFD,00-2901,3F,Code 3,8.0,"(30215788, 97849038)"
15084952,2015,Aug,30,Fire,DUMP - Dumpster Fire,B5,AFD,00-2202,3F,Code 3,3.0,"(30239177, 97720354)"
15084959,2015,Aug,30,Fire,ELEC - Electrical Fire,B2,AFD,00-2502,3F,Code 3,6.0,"(30410256, 97737584)"
15084979,2015,Aug,30,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3107,4F,Code 1,10.0,"(30327038, 97841013)"
15085004,2015,Aug,30,Fire,TRASH - Trash Fire,B2,AFD,00-3301,3F,Code 3,10.0,"(30382871, 97771186)"
15085049,2015,Aug,30,Fire,AUTO - Auto Fire,B2,AFD,00-1602,2F,Code 3,4.0,"(30336554, 97702218)"
15085054,2015,Aug,30,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2305,4F,Code 1,4.0,"(30349147, 97696442)"
15085066,2015,Aug,30,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,1.0,"(30312778, 97689198)"
15085281,2015,Aug,31,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,5.0,"(30200284, 97823642)"
15085301,2015,Aug,31,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9.0,"(30265635, 97752349)"
15085441,2015,Sep,1,Fire,GRASS - Small Grass Fire,B4,AFD,00-2703,3F,Code 3,8.0,"(30237743, 97823603)"
15085506,2015,Sep,1,Fire,TRASH - Trash Fire,B5,AFD,00-0601,3F,Code 3,9.0,"(30242937, 97750762)"
15085600,2015,Sep,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-2304,3F,Code 3,4.0,"(30340552, 97686448)"
15085608,2015,Sep,1,Fire,GRASS - Small Grass Fire,B2,AFD,00-1905,3F,Code 3,10.0,"(30328682, 97755936)"
15085668,2015,Sep,1,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,9.0,"(30275185, 97749698)"
15085677,2015,Sep,1,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,9.0,"(30261782, 97738792)"
15085681,2015,Sep,1,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,1.0,"(30278372, 97671971)"
15085755,2015,Sep,1,Fire,ELEC - Electrical Fire,B4,AFD,00-3604,3F,Code 3,5.0,"(30173881, 97814385)"
15104997,2015,Oct,27,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 1,4.0,"(30310451, 97705983)"
15105021,2015,Oct,27,Fire,ELEC - Electrical Fire,B4,AFD,00-2903,3F,Code 1,5.0,"(30181101, 97818638)"
15105048,2015,Oct,27,Fire,AUTO - Auto Fire,B2,AFD,00-3404,2F,Code 3,6.0,"(30474297, 97796451)"
15105129,2015,Oct,27,Fire,TRASH - Trash Fire,B1,AFD,00-1206,3F,Code 3,10.0,"(30308711, 97749802)"
15105145,2015,Oct,27,Fire,DUMP - Dumpster Fire,B1,AFD,00-0201,3F,Code 3,9.0,"(30283797, 97741906)"
15085820,2015,Sep,2,Fire,DUMP - Dumpster Fire,B3,AFD,00-0801,3F,Code 3,4.0,"(30375791, 97711007)"
15105224,2015,Oct,28,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,1.0,"(30273933, 97710364)"
15085896,2015,Sep,2,Fire,ELEC - Electrical Fire,B2,AFD,00-3404,3F,Code 3,6.0,"(30471283, 97797512)"
15085909,2015,Sep,2,Fire,TRASH - Trash Fire,B2,AFD,00-2502,3F,Code 1,6.0,"(30415199, 97741045)"
15086044,2015,Sep,2,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1407,4F,Code 1,4.0,"(30316414, 97707974)"
15086142,2015,Sep,3,Fire,DUMP - Dumpster Fire,B4,AFD,00-1707,3F,Code 3,3.0,"(30225572, 97762418)"
15086166,2015,Sep,3,Fire,GRASS - Small Grass Fire,B4,AFD,00-1104,3F,Code 3,8.0,"(30264318, 97773088)"
15105382,2015,Oct,28,Fire,TRASH - Trash Fire,B2,AFD,00-2501,3F,Code 3,6.0,"(30433178, 97764289)"
15105410,2015,Oct,28,Fire,ELEC - Electrical Fire,B1,AFD,00-0301,3F,Code 3,9.0,"(30289623, 97739077)"
15105439,2015,Oct,28,Fire,TRASH - Trash Fire,B3,AFD,00-4004,3F,Code 3,1.0,"(30388071, 97656176)"
15105456,2015,Oct,28,Fire,ELEC - Electrical Fire,B2,AFD,00-2504,3F,Code 3,10.0,"(30411233, 97747855)"
15086330,2015,Sep,3,Fire,ELEC - Electrical Fire,B1,AFD,00-0203,3F,Code 3,1.0,"(30275719, 97714197)"
15086371,2015,Sep,3,Fire,GRASS - Small Grass Fire,B2,AFD,00-2502,3F,Code 3,10.0,"(30405113, 97745841)"
15086374,2015,Sep,3,Fire,GRASS - Small Grass Fire,B2,AFD,00-2502,3F,Code 3,10.0,"(30406959, 97745421)"
15086411,2015,Sep,3,Fire,GRASS - Small Grass Fire,B1,AFD,00-0102,3F,Code 3,9.0,"(30263781, 97745924)"
15086548,2015,Sep,4,Fire,GRASS - Small Grass Fire,B3,AFD,00-0806,3F,Code 3,7.0,"(30385245, 97723686)"
15086579,2015,Sep,4,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,1.0,"(30274698, 97724184)"
15086604,2015,Sep,4,Fire,AUTO - Auto Fire,B4,AFD,00-1712,2F,Code 3,5.0,"(30230009, 97798304)"
15086652,2015,Sep,4,Fire,GRASS - Small Grass Fire,B3,AFD,00-4001,3F,Code 3,7.0,"(30403591, 97638453)"
15086653,2015,Sep,4,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,8.0,"(30245891, 97880347)"
15086679,2015,Sep,4,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,4.0,"(30358852, 97713037)"
15086734,2015,Sep,4,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,9.0,"(30242139, 97736075)"
15086742,2015,Sep,4,Fire,TRASH - Trash Fire,B2,AFD,00-3107,3F,Left Blank,10.0,"(30329924, 97842639)"
15086748,2015,Sep,4,Fire,TRASH - Trash Fire,B4,AFD,00-2702,3F,Code 3,8.0,"(30235666, 97848008)"
15086855,2015,Sep,5,Fire,AUTO - Auto Fire,B3,AFD,00-4005,2F,Code 3,7.0,"(30437529, 97668654)"
15086967,2015,Sep,5,Fire,ELEC - Electrical Fire,B1,AFD,00-1204,3F,Code 3,7.0,"(30322149, 97731012)"
15087032,2015,Sep,5,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 1,4.0,"(30370902, 97696349)"
15087049,2015,Sep,5,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 3,3.0,"(30234978, 97729683)"
15087089,2015,Sep,5,Fire,ELEC - Electrical Fire,B3,AFD,00-3002,3F,Code 3,4.0,"(30392342, 97708282)"
15087259,2015,Sep,6,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0501,4F,Code 1,1.0,"(30278372, 97671971)"
15105663,2015,Oct,29,Fire,AUTO - Auto Fire,B4,AFD,00-2702,2F,Code 3,8.0,"(30233527, 97833616)"
15087300,2015,Sep,6,Fire,ELEC - Electrical Fire,B3,AFD,00-2608,3F,Code 3,1.0,"(30315216, 97651854)"
15105763,2015,Oct,29,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 1,5.0,"(30256127, 97779569)"
15105775,2015,Oct,29,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 1,2.0,"(30185417, 97765898)"
15105854,2015,Oct,30,Fire,ELEC - Electrical Fire,B4,AFD,00-2005,3F,Code 3,2.0,"(30203625, 97789278)"
15087351,2015,Sep,6,Fire,ELEC - Electrical Fire,B3,AFD,00-3002,3F,Code 3,7.0,"(30401723, 97705258)"
15087398,2015,Sep,6,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2203,4F,Code 3,3.0,"(30236892, 97711338)"
15087399,2015,Sep,6,Fire,BBQ - Unsafe Cooking,B5,AFD,00-4210,4F,Code 3,2.0,"(30165611, 97625615)"
15087407,2015,Sep,6,Fire,BBQ - Unsafe Cooking,B3,AFD,00-4003,4F,Code 1,1.0,"(30381602, 97651843)"
15087539,2015,Sep,7,Fire,AUTO - Auto Fire,B1,AFD,00-0401,2F,Code 3,9.0,"(30270606, 97754435)"
15087541,2015,Sep,7,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1804,4F,Code 3,4.0,"(30331266, 97687361)"
15087559,2015,Sep,7,Fire,DUMP - Dumpster Fire,B5,AFD,00-0502,3F,Code 3,3.0,"(30268869, 97696501)"
15087606,2015,Sep,7,Fire,DUMP - Dumpster Fire,B5,AFD,00-0602,3F,Code 3,9.0,"(30236545, 97747758)"
15087612,2015,Sep,7,Fire,TRASH - Trash Fire,B3,AFD,00-2304,3F,Code 3,4.0,"(30338413, 97692509)"
15087679,2015,Sep,7,Fire,AUTO - Auto Fire,B5,AFD,00-0602,2F,Code 3,3.0,"(30223537, 97747663)"
15087682,2015,Sep,7,Fire,TRASH - Trash Fire,B4,AFD,00-17SV,3F,Code 3,,"(30233033, 97812202)"
15087694,2015,Sep,7,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1804,4F,Code 1,4.0,"(30325781, 97695006)"
15087697,2015,Sep,7,Fire,ELEC - Electrical Fire,B1,AFD,00-0902,3F,Code 3,9.0,"(30316005, 97723495)"
15087825,2015,Sep,8,Fire,GRASS - Small Grass Fire,B4,AFD,00-17SV,3F,Code 3,,"(30233039, 97812357)"
15087879,2015,Sep,8,Fire,DUMP - Dumpster Fire,B3,AFD,00-0801,3F,Code 3,4.0,"(30371664, 97718327)"
15087923,2015,Sep,8,Fire,AUTO - Auto Fire,B4,AFD,00-2704,2F,Code 3,8.0,"(30229895, 97827358)"
15088006,2015,Sep,8,Fire,AUTO - Auto Fire,B3,AFD,00-4005,2F,Left Blank,7.0,"(30437693, 97658101)"
15088007,2015,Sep,8,Fire,DUMP - Dumpster Fire,B3,AFD,00-1803,3F,Code 3,4.0,"(30311862, 97706464)"
15106208,2015,Oct,30,Fire,AUTO - Auto Fire,B5,AFD,00-3503,2F,Code 3,3.0,"(30212687, 97712095)"
15088029,2015,Sep,8,Fire,ELEC - Electrical Fire,B4,AFD,00-2005,3F,Code 3,2.0,"(30197938, 97783684)"
15088060,2015,Sep,8,Fire,ELEC - Electrical Fire,B4,AFD,00-2706,3F,Code 3,8.0,"(30208075, 97884711)"
15088269,2015,Sep,9,Fire,AUTO - Auto Fire,B3,AFD,00-2305,2F,Code 3,4.0,"(30339621, 97700718)"
15088271,2015,Sep,9,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,2.0,"(30177789, 97753613)"
15088330,2015,Sep,9,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,9.0,"(30238795, 97753554)"
15088352,2015,Sep,9,Fire,TRASH - Trash Fire,B1,AFD,00-1003,3F,Left Blank,10.0,"(30290106, 97781948)"
15088357,2015,Sep,9,Fire,AUTO - Auto Fire,B2,AFD,00-1603,2F,Code 3,4.0,"(30323115, 97706795)"
15088386,2015,Sep,9,Fire,DUMP - Dumpster Fire,B5,AFD,00-2401,3F,Code 3,2.0,"(30190654, 97733016)"
15088405,2015,Sep,9,Fire,ELEC - Electrical Fire,B2,AFD,00-3801,3F,Code 3,6.0,"(30443227, 97787813)"
15106661,2015,Oct,30,Fire,AUTO - Auto Fire,B5,AFD,00-2401,2F,Left Blank,2.0,"(30184466, 97751312)"
15088661,2015,Sep,10,Fire,AUTO - Auto Fire,B4,AFD,00-3703,2F,Code 3,8.0,"(30235633, 97877128)"
15088789,2015,Sep,10,Fire,TRASH - Trash Fire,B4,AFD,00-2003,3F,Code 3,5.0,"(30216031, 97828984)"
15088882,2015,Sep,11,Fire,TRASH - Trash Fire,B1,AFD,00-0060,3F,Code 3,8.0,"(30291647, 97786271)"
